ticker,event_date,phase,publisher,n_units
AAPL,2021-07-27,post,TechXplore,1
AAPL,2021-07-27,post,The Motley Fool,19
AAPL,2021-07-27,post,Zacks Investment Research,18
AAPL,2021-07-27,pre,24/7 Wall Street,5
AAPL,2021-07-27,pre,Barron's,9
AAPL,2021-07-27,pre,Benzinga,15
AAPL,2021-07-27,pre,Business Insider,6
AAPL,2021-07-27,pre,Business Wire,2
AAPL,2021-07-27,pre,CNBC,13
AAPL,2021-07-27,pre,CNET,2
AAPL,2021-07-27,pre,Deadline,1
AAPL,2021-07-27,pre,ETF Trends,2
AAPL,2021-07-27,pre,Forbes,4
AAPL,2021-07-27,pre,Fox Business,2
AAPL,2021-07-27,pre,FreightWaves,1
AAPL,2021-07-27,pre,Investopedia,2
AAPL,2021-07-27,pre,InvestorPlace,9
AAPL,2021-07-27,pre,Invezz,4
AAPL,2021-07-27,pre,Market Watch,13
AAPL,2021-07-27,pre,New York Post,2
AAPL,2021-07-27,pre,PYMNTS,2
AAPL,2021-07-27,pre,Proactive Investors,5
AAPL,2021-07-27,pre,Pulse2,2
AAPL,2021-07-27,pre,Reuters,7
AAPL,2021-07-27,pre,Schaeffers Research,1
AAPL,2021-07-27,pre,See It Market,1
AAPL,2021-07-27,pre,Seeking Alpha,10
AAPL,2021-07-27,pre,TechCrunch,2
AAPL,2021-07-27,pre,TechXplore,1
AAPL,2021-07-27,pre,The Guardian,2
AAPL,2021-07-27,pre,The Motley Fool,20
AAPL,2021-07-27,pre,The New York Times,1
AAPL,2021-07-27,pre,Zacks Investment Research,28
AAPL,2021-10-28,post,24/7 Wall Street,1
AAPL,2021-10-28,post,Barron's,6
AAPL,2021-10-28,post,Benzinga,11
AAPL,2021-10-28,post,Business Insider,3
AAPL,2021-10-28,post,Business Wire,4
AAPL,2021-10-28,post,CNBC,5
AAPL,2021-10-28,post,CNET,1
AAPL,2021-10-28,post,CNN,4
AAPL,2021-10-28,post,Deadline,1
AAPL,2021-10-28,post,ETF Trends,1
AAPL,2021-10-28,post,Forbes,1
AAPL,2021-10-28,post,Fox Business,3
AAPL,2021-10-28,post,GuruFocus,3
AAPL,2021-10-28,post,Investopedia,3
AAPL,2021-10-28,post,InvestorPlace,8
AAPL,2021-10-28,post,Invezz,5
AAPL,2021-10-28,post,Market Watch,9
AAPL,2021-10-28,post,New York Post,3
AAPL,2021-10-28,post,PYMNTS,2
AAPL,2021-10-28,post,Proactive Investors,8
AAPL,2021-10-28,post,Reuters,14
AAPL,2021-10-28,post,Schaeffers Research,1
AAPL,2021-10-28,post,See It Market,1
AAPL,2021-10-28,post,Seeking Alpha,14
AAPL,2021-10-28,post,Stockmarket.com,1
AAPL,2021-10-28,post,TechCrunch,4
AAPL,2021-10-28,post,TechXplore,4
AAPL,2021-10-28,post,The Guardian,1
AAPL,2021-10-28,post,The Motley Fool,15
AAPL,2021-10-28,post,The New York Times,1
AAPL,2021-10-28,post,Zacks Investment Research,9
AAPL,2021-10-28,pre,24/7 Wall Street,1
AAPL,2021-10-28,pre,Barron's,1
AAPL,2021-10-28,pre,Benzinga,16
AAPL,2021-10-28,pre,Business Insider,4
AAPL,2021-10-28,pre,Business Wire,14
AAPL,2021-10-28,pre,CNBC,9
AAPL,2021-10-28,pre,CNET,1
AAPL,2021-10-28,pre,CNN,3
AAPL,2021-10-28,pre,Forbes,1
AAPL,2021-10-28,pre,Fox Business,1
AAPL,2021-10-28,pre,GuruFocus,2
AAPL,2021-10-28,pre,Investopedia,2
AAPL,2021-10-28,pre,InvestorPlace,7
AAPL,2021-10-28,pre,Invezz,2
AAPL,2021-10-28,pre,Market Watch,20
AAPL,2021-10-28,pre,New York Post,3
AAPL,2021-10-28,pre,PYMNTS,2
AAPL,2021-10-28,pre,Proactive Investors,6
AAPL,2021-10-28,pre,Reuters,16
AAPL,2021-10-28,pre,Schaeffers Research,2
AAPL,2021-10-28,pre,See It Market,1
AAPL,2021-10-28,pre,Seeking Alpha,13
AAPL,2021-10-28,pre,TechCrunch,4
AAPL,2021-10-28,pre,TechXplore,5
AAPL,2021-10-28,pre,The Guardian,2
AAPL,2021-10-28,pre,The Motley Fool,19
AAPL,2021-10-28,pre,The New York Times,1
AAPL,2021-10-28,pre,Zacks Investment Research,14
AAPL,2022-01-27,post,24/7 Wall Street,1
AAPL,2022-01-27,post,Barron's,1
AAPL,2022-01-27,post,Benzinga,14
AAPL,2022-01-27,post,Business Insider,2
AAPL,2022-01-27,post,Business Wire,3
AAPL,2022-01-27,post,CNBC,13
AAPL,2022-01-27,post,CNET,2
AAPL,2022-01-27,post,CNN,4
AAPL,2022-01-27,post,ETF Trends,1
AAPL,2022-01-27,post,Forbes,4
AAPL,2022-01-27,post,Fox Business,6
AAPL,2022-01-27,post,GuruFocus,3
AAPL,2022-01-27,post,Investopedia,2
AAPL,2022-01-27,post,InvestorPlace,11
AAPL,2022-01-27,post,Invezz,4
AAPL,2022-01-27,post,Kiplinger,1
AAPL,2022-01-27,post,Market Watch,8
AAPL,2022-01-27,post,MarketBeat,1
AAPL,2022-01-27,post,New York Post,3
AAPL,2022-01-27,post,PYMNTS,5
AAPL,2022-01-27,post,Proactive Investors,3
AAPL,2022-01-27,post,Reuters,11
AAPL,2022-01-27,post,Schaeffers Research,2
AAPL,2022-01-27,post,Seeking Alpha,17
AAPL,2022-01-27,post,Stockmarket.com,5
AAPL,2022-01-27,post,TechCrunch,5
AAPL,2022-01-27,post,TechXplore,3
AAPL,2022-01-27,post,The Dog of Wall Street,2
AAPL,2022-01-27,post,The Guardian,1
AAPL,2022-01-27,post,The Motley Fool,14
AAPL,2022-01-27,post,The New York Times,1
AAPL,2022-01-27,post,VentureBeat,1
AAPL,2022-01-27,post,Zacks Investment Research,16
AAPL,2022-01-27,pre,24/7 Wall Street,3
AAPL,2022-01-27,pre,Barron's,5
AAPL,2022-01-27,pre,Benzinga,8
AAPL,2022-01-27,pre,Business Insider,1
AAPL,2022-01-27,pre,Business Wire,3
AAPL,2022-01-27,pre,CNBC,10
AAPL,2022-01-27,pre,CNET,3
AAPL,2022-01-27,pre,CNN,1
AAPL,2022-01-27,pre,Deadline,1
AAPL,2022-01-27,pre,Forbes,4
AAPL,2022-01-27,pre,Fox Business,3
AAPL,2022-01-27,pre,GuruFocus,4
AAPL,2022-01-27,pre,Investopedia,3
AAPL,2022-01-27,pre,InvestorPlace,15
AAPL,2022-01-27,pre,Invezz,1
AAPL,2022-01-27,pre,Market Watch,8
AAPL,2022-01-27,pre,New York Post,2
AAPL,2022-01-27,pre,PYMNTS,9
AAPL,2022-01-27,pre,Proactive Investors,1
AAPL,2022-01-27,pre,Reuters,8
AAPL,2022-01-27,pre,See It Market,1
AAPL,2022-01-27,pre,Seeking Alpha,7
AAPL,2022-01-27,pre,TechCrunch,3
AAPL,2022-01-27,pre,TechXplore,4
AAPL,2022-01-27,pre,The Dog of Wall Street,1
AAPL,2022-01-27,pre,The Motley Fool,28
AAPL,2022-01-27,pre,The New York Times,1
AAPL,2022-01-27,pre,Zacks Investment Research,23
AAPL,2022-04-28,post,Barron's,6
AAPL,2022-04-28,post,Benzinga,9
AAPL,2022-04-28,post,Business Insider,4
AAPL,2022-04-28,post,CNBC,11
AAPL,2022-04-28,post,CNET,5
AAPL,2022-04-28,post,CNN,6
AAPL,2022-04-28,post,Finbold,2
AAPL,2022-04-28,post,Forbes,3
AAPL,2022-04-28,post,Fox Business,3
AAPL,2022-04-28,post,GuruFocus,5
AAPL,2022-04-28,post,InvestorPlace,12
AAPL,2022-04-28,post,Invezz,4
AAPL,2022-04-28,post,Market Watch,12
AAPL,2022-04-28,post,MarketBeat,1
AAPL,2022-04-28,post,New York Post,1
AAPL,2022-04-28,post,PYMNTS,4
AAPL,2022-04-28,post,Proactive Investors,1
AAPL,2022-04-28,post,Pulse2,3
AAPL,2022-04-28,post,Reuters,5
AAPL,2022-04-28,post,Seeking Alpha,8
AAPL,2022-04-28,post,Sky News,1
AAPL,2022-04-28,post,TechCrunch,5
AAPL,2022-04-28,post,TechXplore,4
AAPL,2022-04-28,post,The Guardian,1
AAPL,2022-04-28,post,The Motley Fool,25
AAPL,2022-04-28,post,Zacks Investment Research,14
AAPL,2022-04-28,pre,24/7 Wall Street,1
AAPL,2022-04-28,pre,Barron's,3
AAPL,2022-04-28,pre,Benzinga,5
AAPL,2022-04-28,pre,Business Insider,1
AAPL,2022-04-28,pre,Business Wire,7
AAPL,2022-04-28,pre,CNBC,10
AAPL,2022-04-28,pre,CNET,4
AAPL,2022-04-28,pre,CNN,3
AAPL,2022-04-28,pre,Deadline,2
AAPL,2022-04-28,pre,Finbold,4
AAPL,2022-04-28,pre,Forbes,1
AAPL,2022-04-28,pre,Fox Business,2
AAPL,2022-04-28,pre,GuruFocus,4
AAPL,2022-04-28,pre,Investopedia,1
AAPL,2022-04-28,pre,InvestorPlace,19
AAPL,2022-04-28,pre,Invezz,5
AAPL,2022-04-28,pre,Kiplinger,1
AAPL,2022-04-28,pre,Market Watch,6
AAPL,2022-04-28,pre,New York Post,3
AAPL,2022-04-28,pre,PYMNTS,1
AAPL,2022-04-28,pre,Proactive Investors,2
AAPL,2022-04-28,pre,Reuters,8
AAPL,2022-04-28,pre,Seeking Alpha,7
AAPL,2022-04-28,pre,Stockmarket.com,1
AAPL,2022-04-28,pre,TechCrunch,4
AAPL,2022-04-28,pre,TechXplore,2
AAPL,2022-04-28,pre,The Motley Fool,19
AAPL,2022-04-28,pre,The New York Times,1
AAPL,2022-04-28,pre,Zacks Investment Research,14
AAPL,2022-07-28,post,Barron's,5
AAPL,2022-07-28,post,Benzinga,2
AAPL,2022-07-28,post,Business Insider,2
AAPL,2022-07-28,post,Business Wire,2
AAPL,2022-07-28,post,CNBC,10
AAPL,2022-07-28,post,CNET,2
AAPL,2022-07-28,post,CNN,2
AAPL,2022-07-28,post,Forbes,2
AAPL,2022-07-28,post,Fox Business,1
AAPL,2022-07-28,post,GuruFocus,2
AAPL,2022-07-28,post,Investor's Business Daily,12
AAPL,2022-07-28,post,InvestorPlace,8
AAPL,2022-07-28,post,Invezz,2
AAPL,2022-07-28,post,Market Watch,8
AAPL,2022-07-28,post,MarketBeat,3
AAPL,2022-07-28,post,PYMNTS,3
AAPL,2022-07-28,post,Proactive Investors,1
AAPL,2022-07-28,post,Reuters,6
AAPL,2022-07-28,post,Schaeffers Research,1
AAPL,2022-07-28,post,See It Market,1
AAPL,2022-07-28,post,Seeking Alpha,11
AAPL,2022-07-28,post,Sky News,1
AAPL,2022-07-28,post,Stockmarket.com,1
AAPL,2022-07-28,post,TechCrunch,1
AAPL,2022-07-28,post,TechXplore,2
AAPL,2022-07-28,post,The Dog of Wall Street,1
AAPL,2022-07-28,post,The Guardian,2
AAPL,2022-07-28,post,The Motley Fool,26
AAPL,2022-07-28,post,The Wall Street Journal,1
AAPL,2022-07-28,post,Zacks Investment Research,6
AAPL,2022-07-28,pre,Barron's,5
AAPL,2022-07-28,pre,Benzinga,5
AAPL,2022-07-28,pre,Business Insider,2
AAPL,2022-07-28,pre,Business Wire,7
AAPL,2022-07-28,pre,CNBC,8
AAPL,2022-07-28,pre,CNET,3
AAPL,2022-07-28,pre,CNN,2
AAPL,2022-07-28,pre,Deadline,1
AAPL,2022-07-28,pre,ETF Trends,1
AAPL,2022-07-28,pre,Forbes,3
AAPL,2022-07-28,pre,Fox Business,2
AAPL,2022-07-28,pre,GuruFocus,1
AAPL,2022-07-28,pre,Investopedia,1
AAPL,2022-07-28,pre,Investor's Business Daily,3
AAPL,2022-07-28,pre,InvestorPlace,12
AAPL,2022-07-28,pre,Invezz,2
AAPL,2022-07-28,pre,Market Watch,9
AAPL,2022-07-28,pre,MarketBeat,2
AAPL,2022-07-28,pre,New York Post,1
AAPL,2022-07-28,pre,PYMNTS,7
AAPL,2022-07-28,pre,Proactive Investors,1
AAPL,2022-07-28,pre,Reuters,10
AAPL,2022-07-28,pre,Schaeffers Research,1
AAPL,2022-07-28,pre,Seeking Alpha,9
AAPL,2022-07-28,pre,TechCrunch,3
AAPL,2022-07-28,pre,TechXplore,1
AAPL,2022-07-28,pre,The Motley Fool,25
AAPL,2022-07-28,pre,The New York Times,2
AAPL,2022-07-28,pre,Zacks Investment Research,10
AAPL,2022-10-27,post,Barron's,2
AAPL,2022-10-27,post,Benzinga,12
AAPL,2022-10-27,post,Business Insider,7
AAPL,2022-10-27,post,Business Wire,1
AAPL,2022-10-27,post,CNBC,10
AAPL,2022-10-27,post,CNET,1
AAPL,2022-10-27,post,CNN,6
AAPL,2022-10-27,post,Deadline,2
AAPL,2022-10-27,post,Forbes,7
AAPL,2022-10-27,post,Fox Business,4
AAPL,2022-10-27,post,GeekWire,1
AAPL,2022-10-27,post,Investor's Business Daily,10
AAPL,2022-10-27,post,InvestorPlace,5
AAPL,2022-10-27,post,Invezz,2
AAPL,2022-10-27,post,Market Watch,13
AAPL,2022-10-27,post,MarketBeat,2
AAPL,2022-10-27,post,New York Post,1
AAPL,2022-10-27,post,Proactive Investors,5
AAPL,2022-10-27,post,Reuters,8
AAPL,2022-10-27,post,Schaeffers Research,1
AAPL,2022-10-27,post,Seeking Alpha,14
AAPL,2022-10-27,post,Stockmarket.com,2
AAPL,2022-10-27,post,TechCrunch,2
AAPL,2022-10-27,post,TechXplore,5
AAPL,2022-10-27,post,The Guardian,2
AAPL,2022-10-27,post,The Motley Fool,20
AAPL,2022-10-27,post,The New York Times,2
AAPL,2022-10-27,post,The Wall Street Journal,2
AAPL,2022-10-27,post,Zacks Investment Research,7
AAPL,2022-10-27,pre,24/7 Wall Street,3
AAPL,2022-10-27,pre,Barron's,3
AAPL,2022-10-27,pre,Benzinga,5
AAPL,2022-10-27,pre,Business Insider,7
AAPL,2022-10-27,pre,Business Wire,12
AAPL,2022-10-27,pre,CNBC,26
AAPL,2022-10-27,pre,CNET,8
AAPL,2022-10-27,pre,CNN,7
AAPL,2022-10-27,pre,Deadline,1
AAPL,2022-10-27,pre,Finbold,1
AAPL,2022-10-27,pre,Forbes,4
AAPL,2022-10-27,pre,Fox Business,3
AAPL,2022-10-27,pre,GuruFocus,1
AAPL,2022-10-27,pre,Investopedia,1
AAPL,2022-10-27,pre,Investor's Business Daily,6
AAPL,2022-10-27,pre,InvestorPlace,8
AAPL,2022-10-27,pre,Market Watch,16
AAPL,2022-10-27,pre,New York Post,1
AAPL,2022-10-27,pre,Proactive Investors,3
AAPL,2022-10-27,pre,Reuters,10
AAPL,2022-10-27,pre,Seeking Alpha,7
AAPL,2022-10-27,pre,Sky News,1
AAPL,2022-10-27,pre,TechCrunch,4
AAPL,2022-10-27,pre,TechXplore,5
AAPL,2022-10-27,pre,The Motley Fool,20
AAPL,2022-10-27,pre,The New York Times,2
AAPL,2022-10-27,pre,The Wall Street Journal,4
AAPL,2022-10-27,pre,Zacks Investment Research,15
AAPL,2023-02-02,post,24/7 Wall Street,2
AAPL,2023-02-02,post,Barron's,2
AAPL,2023-02-02,post,Benzinga,7
AAPL,2023-02-02,post,Business Insider,9
AAPL,2023-02-02,post,Business Wire,5
AAPL,2023-02-02,post,CNBC,10
AAPL,2023-02-02,post,CNET,3
AAPL,2023-02-02,post,Deadline,1
AAPL,2023-02-02,post,Forbes,6
AAPL,2023-02-02,post,Fox Business,5
AAPL,2023-02-02,post,GuruFocus,2
AAPL,2023-02-02,post,Investopedia,2
AAPL,2023-02-02,post,Investor's Business Daily,6
AAPL,2023-02-02,post,InvestorPlace,7
AAPL,2023-02-02,post,Invezz,2
AAPL,2023-02-02,post,Market Watch,12
AAPL,2023-02-02,post,MarketBeat,2
AAPL,2023-02-02,post,New York Post,3
AAPL,2023-02-02,post,PRNewsWire,1
AAPL,2023-02-02,post,PYMNTS,4
AAPL,2023-02-02,post,Proactive Investors,4
AAPL,2023-02-02,post,Reuters,7
AAPL,2023-02-02,post,Schaeffers Research,1
AAPL,2023-02-02,post,Seeking Alpha,19
AAPL,2023-02-02,post,Sky News,1
AAPL,2023-02-02,post,TechCrunch,2
AAPL,2023-02-02,post,TechXplore,3
AAPL,2023-02-02,post,The Dog of Wall Street,1
AAPL,2023-02-02,post,The Guardian,1
AAPL,2023-02-02,post,The Motley Fool,33
AAPL,2023-02-02,post,The New York Times,1
AAPL,2023-02-02,post,The Wall Street Journal,2
AAPL,2023-02-02,post,Zacks Investment Research,20
AAPL,2023-02-02,pre,24/7 Wall Street,4
AAPL,2023-02-02,pre,Barron's,3
AAPL,2023-02-02,pre,Business Insider,3
AAPL,2023-02-02,pre,Business Wire,6
AAPL,2023-02-02,pre,CNBC,7
AAPL,2023-02-02,pre,CNET,2
AAPL,2023-02-02,pre,ETF Trends,1
AAPL,2023-02-02,pre,Forbes,1
AAPL,2023-02-02,pre,Fox Business,2
AAPL,2023-02-02,pre,Investopedia,3
AAPL,2023-02-02,pre,Investor's Business Daily,6
AAPL,2023-02-02,pre,InvestorPlace,12
AAPL,2023-02-02,pre,Invezz,2
AAPL,2023-02-02,pre,Market Watch,9
AAPL,2023-02-02,pre,MarketBeat,2
AAPL,2023-02-02,pre,New York Post,1
AAPL,2023-02-02,pre,Proactive Investors,1
AAPL,2023-02-02,pre,Reuters,11
AAPL,2023-02-02,pre,Seeking Alpha,14
AAPL,2023-02-02,pre,Stockmarket.com,1
AAPL,2023-02-02,pre,TechCrunch,2
AAPL,2023-02-02,pre,TechXplore,3
AAPL,2023-02-02,pre,The Dog of Wall Street,1
AAPL,2023-02-02,pre,The Motley Fool,38
AAPL,2023-02-02,pre,The New York Times,2
AAPL,2023-02-02,pre,The Wall Street Journal,2
AAPL,2023-02-02,pre,Zacks Investment Research,19
AAPL,2023-05-04,post,Barron's,5
AAPL,2023-05-04,post,Benzinga,2
AAPL,2023-05-04,post,Business Insider,1
AAPL,2023-05-04,post,Business Wire,6
AAPL,2023-05-04,post,CNBC,10
AAPL,2023-05-04,post,CNET,1
AAPL,2023-05-04,post,Deadline,1
AAPL,2023-05-04,post,ETF Trends,1
AAPL,2023-05-04,post,Forbes,5
AAPL,2023-05-04,post,GuruFocus,1
AAPL,2023-05-04,post,Investopedia,1
AAPL,2023-05-04,post,Investor's Business Daily,9
AAPL,2023-05-04,post,InvestorPlace,11
AAPL,2023-05-04,post,Investors Business Daily,1
AAPL,2023-05-04,post,Invezz,1
AAPL,2023-05-04,post,Kiplinger,1
AAPL,2023-05-04,post,Market Watch,14
AAPL,2023-05-04,post,MarketBeat,3
AAPL,2023-05-04,post,New York Post,3
AAPL,2023-05-04,post,PYMNTS,1
AAPL,2023-05-04,post,Proactive Investors,2
AAPL,2023-05-04,post,Reuters,14
AAPL,2023-05-04,post,Seeking Alpha,9
AAPL,2023-05-04,post,Sky News,1
AAPL,2023-05-04,post,Stockmarket.com,2
AAPL,2023-05-04,post,TechCrunch,10
AAPL,2023-05-04,post,TechXplore,5
AAPL,2023-05-04,post,The Dog of Wall Street,1
AAPL,2023-05-04,post,The Guardian,5
AAPL,2023-05-04,post,The Motley Fool,34
AAPL,2023-05-04,post,The New York Times,2
AAPL,2023-05-04,post,The Wall Street Journal,2
AAPL,2023-05-04,post,Zacks Investment Research,14
AAPL,2023-05-04,pre,24/7 Wall Street,1
AAPL,2023-05-04,pre,Barron's,10
AAPL,2023-05-04,pre,Benzinga,4
AAPL,2023-05-04,pre,Business Wire,4
AAPL,2023-05-04,pre,CNBC,9
AAPL,2023-05-04,pre,CNET,4
AAPL,2023-05-04,pre,CNN,4
AAPL,2023-05-04,pre,Deadline,1
AAPL,2023-05-04,pre,Finbold,1
AAPL,2023-05-04,pre,Forbes,5
AAPL,2023-05-04,pre,GuruFocus,6
AAPL,2023-05-04,pre,Investopedia,1
AAPL,2023-05-04,pre,Investor's Business Daily,9
AAPL,2023-05-04,pre,InvestorPlace,10
AAPL,2023-05-04,pre,Market Watch,13
AAPL,2023-05-04,pre,New York Post,2
AAPL,2023-05-04,pre,Newsfile Corp,1
AAPL,2023-05-04,pre,PYMNTS,4
AAPL,2023-05-04,pre,Proactive Investors,6
AAPL,2023-05-04,pre,Reuters,9
AAPL,2023-05-04,pre,Seeking Alpha,14
AAPL,2023-05-04,pre,Sky News,1
AAPL,2023-05-04,pre,Stockmarket.com,1
AAPL,2023-05-04,pre,TechCrunch,9
AAPL,2023-05-04,pre,TechXplore,3
AAPL,2023-05-04,pre,The Dog of Wall Street,1
AAPL,2023-05-04,pre,The Guardian,1
AAPL,2023-05-04,pre,The Motley Fool,27
AAPL,2023-05-04,pre,The Wall Street Journal,4
AAPL,2023-05-04,pre,Zacks Investment Research,14
AAPL,2023-08-03,post,24/7 Wall Street,3
AAPL,2023-08-03,post,Barrons,9
AAPL,2023-08-03,post,Benzinga,2
AAPL,2023-08-03,post,Business Insider,3
AAPL,2023-08-03,post,Business Wire,1
AAPL,2023-08-03,post,CNBC,14
AAPL,2023-08-03,post,CNN Business,2
AAPL,2023-08-03,post,Deadline,1
AAPL,2023-08-03,post,ETF Trends,1
AAPL,2023-08-03,post,Finbold,2
AAPL,2023-08-03,post,Forbes,5
AAPL,2023-08-03,post,Fox Business,2
AAPL,2023-08-03,post,GuruFocus,5
AAPL,2023-08-03,post,Investopedia,11
AAPL,2023-08-03,post,InvestorPlace,16
AAPL,2023-08-03,post,Investors Business Daily,1
AAPL,2023-08-03,post,Kitco,1
AAPL,2023-08-03,post,Market Watch,23
AAPL,2023-08-03,post,MarketBeat,3
AAPL,2023-08-03,post,New York Post,4
AAPL,2023-08-03,post,Proactive Investors,10
AAPL,2023-08-03,post,Reuters,2
