date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2023-06-30,META,USD,0001326801,2023-07-27,2023-07-26 20:11:08,2023,Q2,31999000000,5945000000,26054000000,9344000000,4164000000,3154000000,7318000000,0,16662000000,22607000000,207000000,323000000,116000000,2623000000,12032000000,9409000000,-17000000,9392000000,-99000000,9293000000,1505000000,7788000000,0,0,7788000000,0,7788000000,3.03,2.98,2568000000,2612000000
2023-09-30,META,USD,0001326801,2023-10-26,2023-10-25 20:07:27,2023,Q3,34146000000,6210000000,27936000000,9241000000,2070000000,2877000000,4947000000,0,14188000000,20398000000,395000000,534000000,139000000,2859000000,17018000000,14159000000,-411000000,13748000000,272000000,14020000000,2437000000,11583000000,0,0,11583000000,0,11583000000,4.5,4.39,2576000000,2641000000
2023-12-31,META,USD,0001326801,2024-02-02,2024-02-01 19:39:02,2023,Q4,40111000000,7695000000,32416000000,10517000000,2289000000,3226000000,5515000000,0,16032000000,23727000000,452000000,588000000,136000000,3172000000,20115000000,16943000000,-559000000,16384000000,423000000,16807000000,2790000000,14017000000,0,0,14017000000,0,14017000000,5.46,5.33,2566000000,2630000000
2024-03-31,META,USD,0001326801,2024-04-25,2024-04-24 20:14:19,2024,Q1,36455000000,6640000000,29815000000,9978000000,3455000000,2564000000,6019000000,0,15997000000,22637000000,458000000,585000000,127000000,3374000000,17684000000,14310000000,-492000000,13818000000,365000000,14183000000,1814000000,12369000000,0,0,12369000000,0,12369000000,4.86,4.71,2545000000,2625000000
2024-06-30,META,USD,0001326801,2024-08-01,2024-07-31 20:14:40,2024,Q2,39071000000,7308000000,31763000000,10537000000,3658000000,2721000000,6379000000,0,16916000000,24224000000,412000000,540000000,128000000,3637000000,18871000000,15234000000,-387000000,14847000000,259000000,15106000000,1641000000,13465000000,0,0,13465000000,0,13465000000,5.31,5.16,2534000000,2610000000
2024-09-30,META,USD,0001326801,2024-10-31,2024-10-30 19:54:51,2024,Q3,40589000000,7375000000,33214000000,11177000000,1865000000,2822000000,4687000000,0,15864000000,23239000000,453000000,661000000,208000000,4027000000,22057000000,18030000000,-680000000,17350000000,472000000,17822000000,2134000000,15688000000,0,0,15688000000,0,15688000000,6.2,6.03,2529000000,2600000000
2024-12-31,META,USD,0001326801,2025-01-30,2025-01-29 20:00:50,2024,Q4,48385000000,8839000000,39546000000,12180000000,762000000,3240000000,4002000000,0,16182000000,25021000000,480000000,731000000,251000000,4460000000,28263000000,23803000000,-439000000,23364000000,188000000,23552000000,2714000000,20838000000,0,0,20838000000,0,20838000000,8.22,8.02,2534000000,2614000000
2025-03-31,META,USD,0001326801,2025-05-01,2025-04-30 20:03:18,2025,Q1,42314000000,7572000000,34742000000,12150000000,2280000000,2757000000,5037000000,0,17187000000,24759000000,418000000,658000000,240000000,3900000000,22522000000,18622000000,-1067000000,17555000000,827000000,18382000000,1738000000,16644000000,0,0,16644000000,0,16644000000,6.59,6.43,2527000000,2590000000
2025-06-30,META,USD,0001326801,2025-07-31,2025-07-30 20:02:12,2025,Q2,47516000000,8491000000,39025000000,12942000000,2663000000,2979000000,5642000000,0,18584000000,27075000000,240000000,481000000,241000000,4342000000,25117000000,20775000000,-334000000,20441000000,93000000,20534000000,2197000000,18337000000,0,0,18337000000,0,18337000000,7.28,7.14,2518000000,2570000000
2025-09-30,META,USD,0001326801,2025-10-30,2025-10-29 18:50:26,2025,Q3,51242000000,9206000000,42036000000,15144000000,3512000000,2845000000,6357000000,0,21501000000,30707000000,132000000,359000000,227000000,4963000000,26853000000,21890000000,-1355000000,20535000000,1128000000,21663000000,18954000000,2709000000,0,0,2709000000,0,2709000000,1.08,1.05,2517000000,2572000000
